"orderDate";"productName";"Quantitysold";"quantityInStock";"productLine";"rang_pdts";"taux_ecoulement_stock"
"2023-04-29";"1995 Honda Civic";37.0;977;"Classic Cars";1082;0.04
"2023-04-29";"1948 Porsche Type 356 Roadster";37.0;899;"Classic Cars";1082;0.04
"2023-04-29";"1911 Ford Town Car";33.0;54;"Vintage Cars";1409;0.61
"2023-04-29";"1957 Ford Thunderbird";30.0;321;"Classic Cars";1688;0.09
"2023-04-29";"1952 Citroen-15CV";28.0;145;"Classic Cars";1857;0.19
"2023-04-29";"2002 Chevy Corvette";27.0;945;"Classic Cars";1935;0.03
"2023-04-29";"1969 Chevrolet Camaro Z28";26.0;470;"Classic Cars";2031;0.06
"2023-04-29";"1970 Chevy Chevelle SS 454";22.0;101;"Classic Cars";2370;0.22
"2023-04-29";"1965 Aston Martin DB5";21.0;904;"Classic Cars";2458;0.02
"2023-04-29";"1966 Shelby Cobra 427 S/C";21.0;820;"Classic Cars";2458;0.03
"2023-05-06";"1936 Mercedes Benz 500k Roadster";46.0;208;"Vintage Cars";320;0.22
"2023-05-12";"1932 Model A Ford J-Coupe";47.0;935;"Vintage Cars";256;0.05
"2023-05-12";"1939 Chevrolet Deluxe Coupe";33.0;733;"Vintage Cars";1409;0.05
"2023-05-15";"1928 Mercedes-Benz SSK";43.0;55;"Vintage Cars";589;0.78
"2023-05-15";"1937 Lincoln Berline";40.0;869;"Vintage Cars";835;0.05
"2023-05-15";"1936 Chrysler Airflow";40.0;471;"Vintage Cars";835;0.08
"2023-05-15";"1938 Cadillac V-16 Presidential Limousine";39.0;285;"Vintage Cars";915;0.14
"2023-05-15";"1917 Maxwell Touring Car";36.0;791;"Vintage Cars";1154;0.05
"2023-05-15";"1913 Ford Model T Speedster";30.0;419;"Vintage Cars";1688;0.07
"2023-05-15";"18th Century Vintage Horse Carriage";29.0;599;"Vintage Cars";1763;0.05
"2023-05-15";"1934 Ford V8 Coupe";24.0;565;"Vintage Cars";2211;0.04
"2023-05-15";"1936 Mercedes-Benz 500K Special Roadster";20.0;864;"Vintage Cars";2556;0.02
"2023-05-20";"1939 Cadillac Limousine";45.0;665;"Vintage Cars";416;0.07
"2023-05-20";"1996 Peterbilt 379 Stake Bed with Outrigger";44.0;81;"Trucks and Buses";502;0.54
"2023-05-20";"1982 Camaro Z28";44.0;693;"Classic Cars";502;0.06
"2023-05-20";"1958 Setra Bus";38.0;158;"Trucks and Buses";997;0.24
"2023-05-20";"1980’s GM Manhattan Express";37.0;510;"Trucks and Buses";1082;0.07
"2023-05-20";"1952 Alpine Renault 1300";34.0;731;"Classic Cars";1301;0.05
"2023-05-20";"1940 Ford Pickup Truck";29.0;261;"Trucks and Buses";1763;0.11
"2023-05-20";"1962 LanciaA Delta 16V";28.0;679;"Classic Cars";1857;0.04
"2023-05-20";"1940s Ford truck";21.0;313;"Trucks and Buses";2458;0.07
"2023-05-21";"1958 Chevy Corvette Limited Edition";49.0;254;"Classic Cars";77;0.19
"2023-05-21";"1962 City of Detroit Streetcar";49.0;165;"Trains";77;0.3
"2023-05-21";"1970 Triumph Spitfire";48.0;555;"Classic Cars";163;0.09
"2023-05-21";"1957 Chevy Pickup";46.0;613;"Trucks and Buses";320;0.08
"2023-05-21";"1992 Porsche Cayenne Turbo Silver";46.0;658;"Classic Cars";320;0.07
"2023-05-21";"1970 Dodge Coronet";44.0;407;"Classic Cars";502;0.11
"2023-05-21";"2001 Ferrari Enzo";44.0;362;"Classic Cars";502;0.12
"2023-05-21";"1998 Chrysler Plymouth Prowler";40.0;472;"Classic Cars";835;0.08
"2023-05-21";"1950's Chicago Surface Lines Streetcar";40.0;860;"Trains";835;0.05
"2023-05-21";"1992 Ferrari 360 Spider red";36.0;835;"Classic Cars";1154;0.04
"2023-05-21";"1954 Greyhound Scenicruiser";35.0;287;"Trucks and Buses";1234;0.12
"2023-05-21";"1926 Ford Fire Engine";30.0;202;"Trucks and Buses";1688;0.15
"2023-05-21";"1962 Volkswagen Microbus";29.0;233;"Trucks and Buses";1763;0.12
"2023-05-21";"1969 Ford Falcon";27.0;105;"Classic Cars";1935;0.26
"2023-05-21";"1969 Corvair Monza";25.0;691;"Classic Cars";2119;0.04
"2023-05-21";"1964 Mercedes Tour Bus";22.0;826;"Trucks and Buses";2370;0.03
"2023-05-21";"Diamond T620 Semi-Skirted Tanker";22.0;102;"Trucks and Buses";2370;0.22
"2023-05-23";"18th century schooner";48.0;190;"Ships";163;0.25
"2023-05-23";"Collectable Wooden Train";42.0;645;"Trains";670;0.07
"2023-05-23";"1904 Buick Runabout";42.0;829;"Vintage Cars";670;0.05
"2023-05-23";"The Mayflower";40.0;74;"Ships";835;0.54
"2023-05-23";"The Schooner Bluenose";36.0;190;"Ships";1154;0.19
"2023-05-23";"The Queen Mary";35.0;509;"Ships";1234;0.07
"2023-05-23";"1903 Ford Model A";32.0;391;"Vintage Cars";1503;0.08
"2023-05-23";"The USS Constitution Ship";32.0;708;"Ships";1503;0.05
"2023-05-23";"1912 Ford Model T Delivery Wagon";30.0;917;"Vintage Cars";1688;0.03
"2023-05-23";"The Titanic";30.0;196;"Ships";1688;0.15
"2023-05-23";"1940 Ford Delivery Sedan";23.0;662;"Vintage Cars";2296;0.03
"2023-05-23";"Pont Yacht";23.0;41;"Ships";2296;0.56
"2023-05-23";"1999 Yamaha Speed Boat";21.0;426;"Ships";2458;0.05
"2023-05-23";"1972 Alfa Romeo GTA";20.0;325;"Classic Cars";2556;0.06
"2023-05-24";"1941 Chevrolet Special Deluxe Cabriolet";46.0;238;"Vintage Cars";320;0.19
"2023-05-24";"HMS Bounty";40.0;350;"Ships";835;0.11
"2023-05-24";"Boeing X-32A JSF";32.0;486;"Planes";1503;0.07
"2023-05-24";"1937 Horch 930V Limousine";25.0;290;"Vintage Cars";2119;0.09
"2023-05-24";"1900s Vintage Bi-Plane";20.0;594;"Planes";2556;0.03
"2023-05-27";"1928 Ford Phaeton Deluxe";50.0;14;"Vintage Cars";12;3.57
"2023-05-27";"1980s Black Hawk Helicopter";45.0;533;"Planes";416;0.08
"2023-05-27";"ATA: B757-300";44.0;711;"Planes";502;0.06
"2023-05-27";"F/A 18 Hornet 1/72";44.0;55;"Planes";502;0.8
"2023-05-27";"Corsair F4U ( Bird Cage)";40.0;681;"Planes";835;0.06
"2023-05-27";"American Airlines: MD-11S";38.0;882;"Planes";997;0.04
"2023-05-27";"1900s Vintage Tri-Plane";37.0;276;"Planes";1082;0.13
"2023-05-27";"1930 Buick Marquette Phaeton";36.0;706;"Vintage Cars";1154;0.05
"2023-05-27";"America West Airlines B757-200";35.0;965;"Planes";1234;0.04
"2023-05-27";"1960 BSA Gold Star DBD34";32.0;2;"Motorcycles";1503;16.0
"2023-05-27";"1928 British Royal Navy Airplane";31.0;363;"Planes";1589;0.09
"2023-05-27";"1997 BMW F650 ST";31.0;18;"Motorcycles";1589;1.72
"2023-05-27";"American Airlines: B767-300";31.0;584;"Planes";1589;0.05
"2023-05-27";"P-51-D Mustang";27.0;99;"Planes";1935;0.27
"2023-06-03";"1969 Harley Davidson Ultimate Chopper";59.0;793;"Motorcycles";1;0.07
"2023-06-03";"1997 BMW R 1100 S";50.0;700;"Motorcycles";12;0.07
"2023-06-03";"2002 Suzuki XREO";46.0;1000;"Motorcycles";320;0.05
"2023-06-03";"1996 Moto Guzzi 1100i";44.0;663;"Motorcycles";502;0.07
"2023-06-03";"1936 Harley Davidson El Knucklehead";44.0;436;"Motorcycles";502;0.1
"2023-06-03";"2003 Harley-Davidson Eagle Drag Bike";43.0;558;"Motorcycles";589;0.08
"2023-06-11";"2002 Yamaha YZR M1";48.0;60;"Motorcycles";163;0.8
"2023-06-11";"1982 Ducati 900 Monster";47.0;684;"Motorcycles";256;0.07
"2023-06-11";"1976 Ford Gran Torino";41.0;913;"Classic Cars";743;0.04
"2023-06-11";"1961 Chevrolet Impala";38.0;787;"Classic Cars";997;0.05
"2023-06-11";"1982 Ducati 996 R";36.0;924;"Motorcycles";1154;0.04
"2023-06-11";"1957 Vespa GS150";31.0;769;"Motorcycles";1589;0.04
"2023-06-11";"1957 Corvette Convertible";26.0;125;"Classic Cars";2031;0.21
"2023-06-11";"1974 Ducati 350 Mk3 Desmo";25.0;334;"Motorcycles";2119;0.07
"2023-06-11";"1969 Dodge Super Bee";20.0;192;"Classic Cars";2556;0.1
"2023-06-17";"1969 Dodge Charger";41.0;732;"Classic Cars";743;0.06
"2023-06-17";"1992 Ferrari 360 Spider red";40.0;835;"Classic Cars";835;0.05
"2023-06-17";"1982 Lamborghini Diablo";40.0;772;"Classic Cars";835;0.05
"2023-06-17";"1956 Porsche 356A Coupe";39.0;660;"Classic Cars";915;0.06
"2023-06-17";"1999 Indy 500 Monte Carlo SS";37.0;816;"Classic Cars";1082;0.05
"2023-06-17";"1995 Honda Civic";33.0;977;"Classic Cars";1409;0.03
"2023-06-17";"1948 Porsche Type 356 Roadster";31.0;899;"Classic Cars";1589;0.03
"2023-06-17";"1993 Mazda RX-7";26.0;398;"Classic Cars";2031;0.07
"2023-06-17";"1970 Plymouth Hemi Cuda";25.0;566;"Classic Cars";2119;0.04
"2023-06-17";"1968 Ford Mustang";24.0;7;"Classic Cars";2211;3.43
"2023-06-17";"1965 Aston Martin DB5";24.0;904;"Classic Cars";2211;0.03
"2023-06-17";"1971 Alpine Renault 1600s";24.0;800;"Classic Cars";2211;0.03
"2023-06-17";"1948 Porsche 356-A Roadster";23.0;883;"Classic Cars";2296;0.03
"2023-06-17";"1968 Dodge Charger";22.0;912;"Classic Cars";2370;0.02
"2023-06-19";"1917 Grand Touring Sedan";49.0;272;"Vintage Cars";77;0.18
"2023-06-19";"2002 Chevy Corvette";49.0;945;"Classic Cars";77;0.05
"2023-06-19";"1969 Chevrolet Camaro Z28";42.0;470;"Classic Cars";670;0.09
"2023-06-19";"1932 Model A Ford J-Coupe";41.0;935;"Vintage Cars";743;0.04
"2023-06-19";"1939 Chevrolet Deluxe Coupe";38.0;733;"Vintage Cars";997;0.05
"2023-06-19";"1911 Ford Town Car";36.0;54;"Vintage Cars";1154;0.67
"2023-06-19";"1932 Alfa Romeo 8C2300 Spider Sport";34.0;655;"Vintage Cars";1301;0.05
"2023-06-19";"1970 Chevy Chevelle SS 454";34.0;101;"Classic Cars";1301;0.34
"2023-06-19";"1952 Citroen-15CV";33.0;145;"Classic Cars";1409;0.23
"2023-06-19";"1966 Shelby Cobra 427 S/C";32.0;820;"Classic Cars";1503;0.04
"2023-06-19";"1949 Jaguar XK 120";31.0;235;"Classic Cars";1589;0.13
"2023-06-19";"1957 Ford Thunderbird";30.0;321;"Classic Cars";1688;0.09
"2023-06-19";"1936 Mercedes Benz 500k Roadster";20.0;208;"Vintage Cars";2556;0.1
"2023-06-20";"1938 Cadillac V-16 Presidential Limousine";37.0;285;"Vintage Cars";1082;0.13
"2023-06-20";"1928 Mercedes-Benz SSK";24.0;55;"Vintage Cars";2211;0.44
"2023-06-24";"1937 Lincoln Berline";34.0;869;"Vintage Cars";1301;0.04
"2023-06-24";"1936 Mercedes-Benz 500K Special Roadster";29.0;864;"Vintage Cars";1763;0.03
"2023-06-30";"1913 Ford Model T Speedster";50.0;419;"Vintage Cars";12;0.12
"2023-06-30";"1934 Ford V8 Coupe";49.0;565;"Vintage Cars";77;0.09
"2023-06-30";"1936 Chrysler Airflow";46.0;471;"Vintage Cars";320;0.1
"2023-06-30";"18th Century Vintage Horse Carriage";37.0;599;"Vintage Cars";1082;0.06
"2023-06-30";"1917 Maxwell Touring Car";26.0;791;"Vintage Cars";2031;0.03
"2023-07-01";"1962 Volkswagen Microbus";47.0;233;"Trucks and Buses";256;0.2
"2023-07-01";"1957 Chevy Pickup";46.0;613;"Trucks and Buses";320;0.08
"2023-07-01";"1982 Camaro Z28";45.0;693;"Classic Cars";416;0.06
"2023-07-01";"1980’s GM Manhattan Express";45.0;510;"Trucks and Buses";416;0.09
"2023-07-01";"1958 Setra Bus";41.0;158;"Trucks and Buses";743;0.26
"2023-07-01";"1940 Ford Pickup Truck";41.0;261;"Trucks and Buses";743;0.16
"2023-07-01";"1940s Ford truck";41.0;313;"Trucks and Buses";743;0.13
"2023-07-01";"1954 Greyhound Scenicruiser";40.0;287;"Trucks and Buses";835;0.14
"2023-07-01";"1964 Mercedes Tour Bus";34.0;826;"Trucks and Buses";1301;0.04
"2023-07-01";"1952 Alpine Renault 1300";32.0;731;"Classic Cars";1503;0.04
"2023-07-01";"1958 Chevy Corvette Limited Edition";31.0;254;"Classic Cars";1589;0.12
"2023-07-01";"1998 Chrysler Plymouth Prowler";30.0;472;"Classic Cars";1688;0.06
"2023-07-01";"1926 Ford Fire Engine";30.0;202;"Trucks and Buses";1688;0.15
"2023-07-01";"Diamond T620 Semi-Skirted Tanker";29.0;102;"Trucks and Buses";1763;0.28
"2023-07-01";"1970 Dodge Coronet";28.0;407;"Classic Cars";1857;0.07
"2023-07-01";"1992 Ferrari 360 Spider red";27.0;835;"Classic Cars";1935;0.03
"2023-07-01";"1962 LanciaA Delta 16V";26.0;679;"Classic Cars";2031;0.04
"2023-07-01";"1939 Cadillac Limousine";21.0;665;"Vintage Cars";2458;0.03
"2023-07-01";"1996 Peterbilt 379 Stake Bed with Outrigger";20.0;81;"Trucks and Buses";2556;0.25
"2023-07-02";"2001 Ferrari Enzo";46.0;362;"Classic Cars";320;0.13
"2023-07-02";"1969 Ford Falcon";44.0;105;"Classic Cars";502;0.42
"2023-07-02";"The Mayflower";33.0;74;"Ships";1409;0.45
"2023-07-02";"1903 Ford Model A";32.0;391;"Vintage Cars";1503;0.08
"2023-07-02";"1969 Corvair Monza";30.0;691;"Classic Cars";1688;0.04
"2023-07-02";"Collectable Wooden Train";29.0;645;"Trains";1763;0.04
"2023-07-02";"1950's Chicago Surface Lines Streetcar";27.0;860;"Trains";1935;0.03
"2023-07-02";"1970 Triumph Spitfire";23.0;555;"Classic Cars";2296;0.04
"2023-07-02";"1992 Porsche Cayenne Turbo Silver";23.0;658;"Classic Cars";2296;0.03
"2023-07-02";"1962 City of Detroit Streetcar";21.0;165;"Trains";2458;0.13
"2023-07-03";"The Queen Mary";50.0;509;"Ships";12;0.1
"2023-07-03";"The USS Constitution Ship";44.0;708;"Ships";502;0.06
"2023-07-03";"18th century schooner";36.0;190;"Ships";1154;0.19
"2023-07-03";"The Schooner Bluenose";34.0;190;"Ships";1301;0.18
"2023-07-03";"Pont Yacht";29.0;41;"Ships";1763;0.71
"2023-07-03";"1972 Alfa Romeo GTA";27.0;325;"Classic Cars";1935;0.08
"2023-07-03";"The Titanic";25.0;196;"Ships";2119;0.13
"2023-07-03";"1912 Ford Model T Delivery Wagon";22.0;917;"Vintage Cars";2370;0.02
"2023-07-03";"1904 Buick Runabout";20.0;829;"Vintage Cars";2556;0.02
"2023-07-10";"1980s Black Hawk Helicopter";49.0;533;"Planes";77;0.09
"2023-07-10";"1940 Ford Delivery Sedan";49.0;662;"Vintage Cars";77;0.07
"2023-07-10";"1930 Buick Marquette Phaeton";49.0;706;"Vintage Cars";77;0.07
"2023-07-10";"Corsair F4U ( Bird Cage)";48.0;681;"Planes";163;0.07
"2023-07-10";"1937 Horch 930V Limousine";46.0;290;"Vintage Cars";320;0.16
"2023-07-10";"HMS Bounty";44.0;350;"Ships";502;0.13
"2023-07-10";"1928 Ford Phaeton Deluxe";40.0;14;"Vintage Cars";835;2.86
"2023-07-10";"American Airlines: B767-300";40.0;584;"Planes";835;0.07
"2023-07-10";"American Airlines: MD-11S";35.0;882;"Planes";1234;0.04
"2023-07-10";"1941 Chevrolet Special Deluxe Cabriolet";34.0;238;"Vintage Cars";1301;0.14
"2023-07-10";"1928 British Royal Navy Airplane";34.0;363;"Planes";1301;0.09
"2023-07-10";"America West Airlines B757-200";33.0;965;"Planes";1409;0.03
"2023-07-10";"1999 Yamaha Speed Boat";32.0;426;"Ships";1503;0.08
"2023-07-10";"F/A 18 Hornet 1/72";27.0;55;"Planes";1935;0.49
"2023-07-10";"1900s Vintage Bi-Plane";24.0;594;"Planes";2211;0.04
"2023-07-10";"Boeing X-32A JSF";21.0;486;"Planes";2458;0.04
"2023-07-14";"2002 Suzuki XREO";48.0;1000;"Motorcycles";163;0.05
"2023-07-14";"ATA: B757-300";47.0;711;"Planes";256;0.07
"2023-07-14";"1997 BMW R 1100 S";42.0;700;"Motorcycles";670;0.06
"2023-07-14";"2003 Harley-Davidson Eagle Drag Bike";41.0;558;"Motorcycles";743;0.07
"2023-07-14";"1996 Moto Guzzi 1100i";40.0;663;"Motorcycles";835;0.06
"2023-07-14";"1960 BSA Gold Star DBD34";37.0;2;"Motorcycles";1082;18.5
"2023-07-14";"1969 Harley Davidson Ultimate Chopper";34.0;793;"Motorcycles";1301;0.04
"2023-07-14";"1936 Harley Davidson El Knucklehead";34.0;436;"Motorcycles";1301;0.08
"2023-07-14";"P-51-D Mustang";33.0;99;"Planes";1409;0.33
"2023-07-14";"1997 BMW F650 ST";31.0;18;"Motorcycles";1589;1.72
"2023-07-14";"1900s Vintage Tri-Plane";24.0;276;"Planes";2211;0.09
"2023-07-16";"1957 Vespa GS150";48.0;769;"Motorcycles";163;0.06
"2023-07-16";"1961 Chevrolet Impala";47.0;787;"Classic Cars";256;0.06
"2023-07-16";"2002 Yamaha YZR M1";47.0;60;"Motorcycles";256;0.78
"2023-07-16";"1982 Ducati 900 Monster";37.0;684;"Motorcycles";1082;0.05
"2023-07-16";"1974 Ducati 350 Mk3 Desmo";34.0;334;"Motorcycles";1301;0.1
"2023-07-16";"1957 Corvette Convertible";20.0;125;"Classic Cars";2556;0.16
"2023-07-16";"1982 Ducati 996 R";20.0;924;"Motorcycles";2556;0.02
"2023-07-18";"1976 Ford Gran Torino";49.0;913;"Classic Cars";77;0.05
"2023-07-18";"1969 Dodge Super Bee";45.0;192;"Classic Cars";416;0.23
"2023-07-22";"1995 Honda Civic";49.0;977;"Classic Cars";77;0.05
"2023-07-22";"1971 Alpine Renault 1600s";47.0;800;"Classic Cars";256;0.06
"2023-07-22";"1968 Ford Mustang";44.0;7;"Classic Cars";502;6.29
"2023-07-22";"1969 Dodge Charger";40.0;732;"Classic Cars";835;0.05
"2023-07-22";"1965 Aston Martin DB5";36.0;904;"Classic Cars";1154;0.04
"2023-07-22";"1970 Plymouth Hemi Cuda";35.0;566;"Classic Cars";1234;0.06
"2023-07-22";"1982 Lamborghini Diablo";34.0;772;"Classic Cars";1301;0.04
"2023-07-22";"1948 Porsche 356-A Roadster";33.0;883;"Classic Cars";1409;0.04
"2023-07-22";"1948 Porsche Type 356 Roadster";33.0;899;"Classic Cars";1409;0.04
"2023-07-22";"1992 Ferrari 360 Spider red";29.0;835;"Classic Cars";1763;0.03
"2023-07-22";"1966 Shelby Cobra 427 S/C";28.0;820;"Classic Cars";1857;0.03
"2023-07-22";"1956 Porsche 356A Coupe";24.0;660;"Classic Cars";2211;0.04
"2023-07-22";"1968 Dodge Charger";22.0;912;"Classic Cars";2370;0.02
"2023-07-22";"1993 Mazda RX-7";21.0;398;"Classic Cars";2458;0.05
"2023-07-22";"1999 Indy 500 Monte Carlo SS";20.0;816;"Classic Cars";2556;0.02
"2023-07-23";"1969 Chevrolet Camaro Z28";44.0;470;"Classic Cars";502;0.09
"2023-07-23";"1952 Citroen-15CV";43.0;145;"Classic Cars";589;0.3
"2023-07-23";"2002 Chevy Corvette";43.0;945;"Classic Cars";589;0.05
"2023-07-23";"1970 Chevy Chevelle SS 454";40.0;101;"Classic Cars";835;0.4
"2023-07-23";"1949 Jaguar XK 120";38.0;235;"Classic Cars";997;0.16
"2023-07-23";"1957 Ford Thunderbird";36.0;321;"Classic Cars";1154;0.11
"2023-07-28";"1932 Model A Ford J-Coupe";50.0;935;"Vintage Cars";12;0.05
"2023-07-28";"1937 Lincoln Berline";49.0;869;"Vintage Cars";77;0.06
"2023-07-28";"1938 Cadillac V-16 Presidential Limousine";40.0;285;"Vintage Cars";835;0.14
"2023-07-28";"1917 Maxwell Touring Car";39.0;791;"Vintage Cars";915;0.05
"2023-07-28";"1928 Mercedes-Benz SSK";35.0;55;"Vintage Cars";1234;0.64
"2023-07-28";"1932 Alfa Romeo 8C2300 Spider Sport";35.0;655;"Vintage Cars";1234;0.05
"2023-07-28";"1917 Grand Touring Sedan";34.0;272;"Vintage Cars";1301;0.13
"2023-07-28";"1939 Chevrolet Deluxe Coupe";33.0;733;"Vintage Cars";1409;0.05
"2023-07-28";"1911 Ford Town Car";31.0;54;"Vintage Cars";1589;0.57
"2023-07-28";"1936 Mercedes Benz 500k Roadster";30.0;208;"Vintage Cars";1688;0.14
"2023-07-28";"1936 Mercedes-Benz 500K Special Roadster";26.0;864;"Vintage Cars";2031;0.03
"2023-08-01";"1936 Chrysler Airflow";48.0;471;"Vintage Cars";163;0.1
"2023-08-01";"1934 Ford V8 Coupe";32.0;565;"Vintage Cars";1503;0.06
"2023-08-04";"1982 Camaro Z28";46.0;693;"Classic Cars";320;0.07
"2023-08-04";"1939 Cadillac Limousine";44.0;665;"Vintage Cars";502;0.07
"2023-08-04";"1940 Ford Pickup Truck";43.0;261;"Trucks and Buses";589;0.16
"2023-08-04";"18th Century Vintage Horse Carriage";38.0;599;"Vintage Cars";997;0.06
"2023-08-04";"1940s Ford truck";38.0;313;"Trucks and Buses";997;0.12
"2023-08-04";"1962 LanciaA Delta 16V";32.0;679;"Classic Cars";1503;0.05
"2023-08-04";"1980’s GM Manhattan Express";32.0;510;"Trucks and Buses";1503;0.06
"2023-08-04";"1913 Ford Model T Speedster";31.0;419;"Vintage Cars";1589;0.07
"2023-08-04";"1958 Setra Bus";28.0;158;"Trucks and Buses";1857;0.18
"2023-08-04";"1952 Alpine Renault 1300";21.0;731;"Classic Cars";2458;0.03
"2023-08-04";"1996 Peterbilt 379 Stake Bed with Outrigger";21.0;81;"Trucks and Buses";2458;0.26
"2023-08-05";"1998 Chrysler Plymouth Prowler";50.0;472;"Classic Cars";12;0.11
"2023-08-05";"1964 Mercedes Tour Bus";50.0;826;"Trucks and Buses";12;0.06
"2023-08-05";"1970 Dodge Coronet";45.0;407;"Classic Cars";416;0.11
"2023-08-05";"1950's Chicago Surface Lines Streetcar";45.0;860;"Trains";416;0.05
"2023-08-05";"1962 Volkswagen Microbus";43.0;233;"Trucks and Buses";589;0.18
"2023-08-05";"1962 City of Detroit Streetcar";43.0;165;"Trains";589;0.26
"2023-08-05";"1969 Ford Falcon";39.0;105;"Classic Cars";915;0.37
"2023-08-05";"1958 Chevy Corvette Limited Edition";38.0;254;"Classic Cars";997;0.15
"2023-08-05";"1954 Greyhound Scenicruiser";35.0;287;"Trucks and Buses";1234;0.12
"2023-08-05";"2001 Ferrari Enzo";35.0;362;"Classic Cars";1234;0.1
"2023-08-05";"Diamond T620 Semi-Skirted Tanker";34.0;102;"Trucks and Buses";1301;0.33
"2023-08-05";"1957 Chevy Pickup";31.0;613;"Trucks and Buses";1589;0.05
"2023-08-05";"1969 Corvair Monza";27.0;691;"Classic Cars";1935;0.04
"2023-08-05";"1926 Ford Fire Engine";25.0;202;"Trucks and Buses";2119;0.12
"2023-08-05";"1970 Triumph Spitfire";25.0;555;"Classic Cars";2119;0.05
"2023-08-05";"1992 Porsche Cayenne Turbo Silver";22.0;658;"Classic Cars";2370;0.03
"2023-08-05";"1992 Ferrari 360 Spider red";20.0;835;"Classic Cars";2556;0.02
"2023-08-06";"1941 Chevrolet Special Deluxe Cabriolet";50.0;238;"Vintage Cars";12;0.21
"2023-08-06";"1940 Ford Delivery Sedan";48.0;662;"Vintage Cars";163;0.07
"2023-08-06";"Collectable Wooden Train";47.0;645;"Trains";256;0.07
"2023-08-06";"The USS Constitution Ship";42.0;708;"Ships";670;0.06
"2023-08-06";"1980s Black Hawk Helicopter";41.0;533;"Planes";743;0.08
"2023-08-06";"1903 Ford Model A";40.0;391;"Vintage Cars";835;0.1
"2023-08-06";"The Titanic";40.0;196;"Ships";835;0.2
"2023-08-06";"1900s Vintage Bi-Plane";40.0;594;"Planes";835;0.07
"2023-08-06";"Pont Yacht";37.0;41;"Ships";1082;0.9
"2023-08-06";"1999 Yamaha Speed Boat";34.0;426;"Ships";1301;0.08
"2023-08-06";"1904 Buick Runabout";33.0;829;"Vintage Cars";1409;0.04
"2023-08-06";"Boeing X-32A JSF";32.0;486;"Planes";1503;0.07
"2023-08-06";"1972 Alfa Romeo GTA";30.0;325;"Classic Cars";1688;0.09
"2023-08-06";"1912 Ford Model T Delivery Wagon";27.0;917;"Vintage Cars";1935;0.03
"2023-08-06";"The Queen Mary";26.0;509;"Ships";2031;0.05
"2023-08-06";"1937 Horch 930V Limousine";24.0;290;"Vintage Cars";2211;0.08
"2023-08-06";"HMS Bounty";24.0;350;"Ships";2211;0.07
"2023-08-06";"18th century schooner";22.0;190;"Ships";2370;0.12
"2023-08-06";"The Schooner Bluenose";21.0;190;"Ships";2458;0.11
"2023-08-06";"The Mayflower";21.0;74;"Ships";2458;0.28
"2023-08-08";"ATA: B757-300";48.0;711;"Planes";163;0.07
"2023-08-08";"1969 Harley Davidson Ultimate Chopper";45.0;793;"Motorcycles";416;0.06
"2023-08-08";"F/A 18 Hornet 1/72";43.0;55;"Planes";589;0.78
"2023-08-08";"Corsair F4U ( Bird Cage)";41.0;681;"Planes";743;0.06
"2023-08-08";"America West Airlines B757-200";39.0;965;"Planes";915;0.04
"2023-08-08";"1930 Buick Marquette Phaeton";38.0;706;"Vintage Cars";997;0.05
"2023-08-08";"1936 Harley Davidson El Knucklehead";37.0;436;"Motorcycles";1082;0.08
"2023-08-08";"2003 Harley-Davidson Eagle Drag Bike";36.0;558;"Motorcycles";1154;0.06
"2023-08-08";"P-51-D Mustang";35.0;99;"Planes";1234;0.35
"2023-08-08";"American Airlines: B767-300";32.0;584;"Planes";1503;0.05
"2023-08-08";"American Airlines: MD-11S";31.0;882;"Planes";1589;0.04
"2023-08-08";"1960 BSA Gold Star DBD34";30.0;2;"Motorcycles";1688;15.0
"2023-08-08";"1928 Ford Phaeton Deluxe";28.0;14;"Vintage Cars";1857;2.0
"2023-08-08";"1900s Vintage Tri-Plane";27.0;276;"Planes";1935;0.1
"2023-08-08";"1928 British Royal Navy Airplane";25.0;363;"Planes";2119;0.07
"2023-08-08";"1997 BMW F650 ST";23.0;18;"Motorcycles";2296;1.28
"2023-08-08";"1996 Moto Guzzi 1100i";22.0;663;"Motorcycles";2370;0.03
"2023-08-08";"1997 BMW R 1100 S";21.0;700;"Motorcycles";2458;0.03
"2023-08-18";"1968 Ford Mustang";50.0;7;"Classic Cars";12;7.14
"2023-08-18";"1957 Corvette Convertible";48.0;125;"Classic Cars";163;0.38
"2023-08-18";"1961 Chevrolet Impala";48.0;787;"Classic Cars";163;0.06
"2023-08-18";"1968 Dodge Charger";47.0;912;"Classic Cars";256;0.05
"2023-08-18";"1982 Ducati 900 Monster";46.0;684;"Motorcycles";320;0.07
"2023-08-18";"2002 Suzuki XREO";43.0;1000;"Motorcycles";589;0.04
"2023-08-18";"1970 Plymouth Hemi Cuda";38.0;566;"Classic Cars";997;0.07
"2023-08-18";"1969 Dodge Super Bee";38.0;192;"Classic Cars";997;0.2
"2023-08-18";"1974 Ducati 350 Mk3 Desmo";38.0;334;"Motorcycles";997;0.11
"2023-08-18";"1957 Vespa GS150";33.0;769;"Motorcycles";1409;0.04
"2023-08-18";"1976 Ford Gran Torino";30.0;913;"Classic Cars";1688;0.03
"2023-08-18";"1982 Ducati 996 R";27.0;924;"Motorcycles";1935;0.03
"2023-08-18";"2002 Yamaha YZR M1";21.0;60;"Motorcycles";2458;0.35
"2023-08-18";"1971 Alpine Renault 1600s";20.0;800;"Classic Cars";2556;0.03
